SimTime,SETUP.OUT,SETUP.BIT_GEN
787700,0,0
790000,0,0
790100,0,0
790300,0,0
790700,0,0
791500,0,0
793100,0,0
796300,0,0
800000,0,0
800050.025,0,0.50025000049956003
800100,0,1
800150.025,0,1
800250,1,1
800250.025,1,1
800450.025,1,1
800850.025,1,1
801650.025,1,1
803250.025,1,1
806450.025,1,1
812850.025,1,1
820000,1,1
820100,1,1
820300,1,1
820700,1,1
821500,1,1
823100,1,1
825000,1,1
825100,1,0
825300,1,0
825700,1,0
826500,1,0
828100,1,0
831300,1,0
837700,1,0
850000,1,0
850050.025,1,0.50025000049956003
850100,1,1
850150.025,1,1
850250,0,1
850250.025,0,1
850450.025,0,1
850850.025,0,1
851650.025,0,1
853250.025,0,1
856450.025,0,1
862850.025,0,1
875000,0,1
875100,0,0
875300,0,0
875700,0,0
876500,0,0
878100,0,0
880000,0,0
880100,0,0
880300,0,0
880700,0,0
881500,0,0
883100,0,0
886300,0,0
890000,0,0
890050.025,0,0
890100,0,0
890150.025,0,0
890250.025,0,0
890450.025,0,0
890850.025,0,0
891650.025,0,0
893250.025,0,0
896450.025,0,0
900000,0,0
900050.025,0,0.50025000049956003
900100,0,1
900199.9499999,0,1
900399.8499997,0,0.99999999999999956
900799.6499993,0,1
901599.2499985,0,1
903198.4499969,0,1
906396.8499937,0,1
910000,0,1
910050.025,0,1
910100,0,1
910150.025,0,1
910250.025,0,1
910450.025,0,1
910850.025,0,1
911650.025,0,1
913250.025,0,1
916450.025,0,1
920000,0,1
920100,0,1
920300,0,1
920700,0,1
921500,0,1
923100,0,1
925000,0,1
925100,0,0
925300,0,0
925700,0,0
926500,0,0
928100,0,0
930000,0,0
930050.025,0,0
930100,0,0
930150.025,0,0
930250.025,0,0
930450.025,0,0
930850.025,0,0
931650.025,0,0
933250.025,0,0
936450.025,0,0
940000,0,0
940100,0,0
940300,0,0
940700,0,0
941500,0,0
943100,0,0
946300,0,0
950000,0,0
950050.025,0,0.50025000049956003
950100,0,1
950150.025,0,1
950250.025,0,1
950450.025,0,1
950850.025,0,1
951650.025,0,1
953250.025,0,1
956450.025,0,1
960000,0,1
960100,0,1
960300,0,1
960700,0,1
961500,0,1
963100,0,1
966300,0,1
970000,0,1
970050.025,0,1
970100,0,1
970150.025,0,1
970250.025,0,1
970450.025,0,1
970850.025,0,1
971650.025,0,1
973250.025,0,1
975000,0,1
975100,0,0
975300,0,0
975700,0,0
976500,0,0
978100,0,0
980000,0,0
980100,0,0
980300,0,0
980700,0,0
981500,0,0
983100,0,0
986300,0,0
992700,0,0
1000000,0,0
1000050.025,0,0.50025000050061874
1000100,0,1
1000199.9499999,0,0.99999999999999989
1000399.8499996,0,1
1000799.6499992,0,1
1001599.2499984,0,1
1003198.4499968,0,1
1006396.8499936,0,1
1010000,0,1
1010050.025,0,1
1010100,0,1
1010150.025,0,1
1010250.025,0,1
1010450.025,0,1
1010850.025,0,1
1011650.025,0,1
1013250.025,0,1
1016450.025,0,1
1020000,0,1
1020100,0,1
1020300,0,1
1020700,0,1
1021500,0,1
1023100,0,1
1025000,0,1
1025100,0,0
1025300,0,0
1025700,0,0
1026500,0,0
1028100,0,0
1031300,0,0
1037700,0,0
1050000,0,0
1050050.025,0,0.50025000050061874
1050100,0,1
1050150.025,0,1
1050250,1,1
1050250.025,1,1
1050450.025,1,1
1050850.025,1,1
1051650.025,1,1
1053250.025,1,1
1056450.025,1,1
1060000,1,1
1060050.025,1,1
1060100,1,1
1060150.025,1,1
1060250.025,1,1
1060450.025,1,1
1060850.025,1,1
1061650.025,1,1
1063250.025,1,1
1066450.025,1,1
1070000,1,1
1070100,1,1
1070300,1,1
1070700,1,1
1071500,1,1
1073100,1,1
1075000,1,1
1075100,1,0
1075300,1,0
1075700,1,0
1076500,1,0
1078100,1,0
1080000,1,0
1080050.025,1,0
1080100,1,0
1080150.025,1,0
1080250.025,1,0
1080450.025,1,0
1080850.025,1,0
1081650.025,1,0
1083250.025,1,0
1086450.025,1,0
1090000,1,0
1090100,1,0
1090300,1,0
1090700,1,0
1091500,1,0
1093100,1,0
1096300,1,0
1100000,1,0
1100050.025,1,0.50025000050061874
1100100,1,1
1100150.025,1,1
1100250.025,1,1
1100450.025,1,1
1100850.025,1,1
1101650.025,1,1
1103250.025,1,1
1106450.025,1,1
1112850.025,1,1
1120000,1,1
1120100,1,1
1120300,1,1
1120700,1,1
1121500,1,1
1123100,1,1
1125000,1,1
1125100,1,0
1125300,1,0
1125700,1,0
1126500,1,0
1128100,1,0
1131300,1,0
1137700,1,0
1140000,1,0
1140050.025,1,0
1140100,1,0
1140150.025,1,0
1140250.025,1,0
1140450.025,1,0
1140850.025,1,0
1141650.025,1,0
1143250.025,1,0
1146450.025,1,0
1150000,1,0
1150050.025,1,0.50025000050061874
1150100,1,1
1150199.9499998,1,0.99999999999999989
1150399.8499996,1,1
1150799.6499992,1,1
1151599.2499984,1,1
1153198.4499968,1,1
1156396.8499936,1,1
1160000,1,1
1160050.025,1,1
1160100,1,1
1160150.025,1,1
1160250.025,1,1
1160450.025,1,1
1160850.025,1,1
1161650.025,1,1
1163250.025,1,1
1166450.025,1,1
1172850.025,1,1
1175000,1,1
1175100,1,0
1175300,1,0
1175700,1,0
1176500,1,0
1178100,1,0
1181300,1,0
1187700,1,0
1200000,1,0
1200050.025,1,0.50025000050061874
1200100,1,1
1200150.025,1,1
1200250,0,1
1200250.025,0,1
1200450.025,0,1
1200850.025,0,1
1201650.025,0,1
1203250.025,0,1
1206450.025,0,1
1212850.025,0,1
1220000,0,1
1220100,0,1
1220300,0,1
1220700,0,1
1221500,0,1
1223100,0,1
1225000,0,1
1225100,0,0
1225300,0,0
1225700,0,0
1226500,0,0
1228100,0,0
1231300,0,0
1237700,0,0
1250000,0,0
1250050.025,0,0.50025000050061874
1250100,0,1
1250150.025,0,1
1250250.025,0,1
1250450.025,0,1
1250850.025,0,1
1251650.025,0,1
1253250.025,0,1
1256450.025,0,1
1260000,0,1
1260100,0,1
1260300,0,1
1260700,0,1
1261500,0,1
1263100,0,1
1266300,0,1
1272700,0,1
1275000,0,1
1275100,0,0
1275300,0,0
1275700,0,0
1276500,0,0
1278100,0,0
1280000,0,0
1280050.025,0,0
1280100,0,0
1280150.025,0,0
1280250.025,0,0
1280450.025,0,0
